"RegionName","City","State","Metro","CountyName","1996-04","1996-05","1996-06","1996-07","1996-08","1996-09","1996-10","1996-11","1996-12","1997-01","1997-02","1997-03","1997-04","1997-05","1997-06","1997-07","1997-08","1997-09","1997-10","1997-11","1997-12","1998-01","1998-02","1998-03","1998-04","1998-05","1998-06","1998-07","1998-08","1998-09","1998-10","1998-11","1998-12","1999-01","1999-02","1999-03","1999-04","1999-05","1999-06","1999-07","1999-08","1999-09","1999-10","1999-11","1999-12","2000-01","2000-02","2000-03","2000-04","2000-05","2000-06","2000-07","2000-08","2000-09","2000-10","2000-11","2000-12","2001-01","2001-02","2001-03","2001-04","2001-05","2001-06","2001-07","2001-08","2001-09","2001-10","2001-11","2001-12","2002-01","2002-02","2002-03","2002-04","2002-05","2002-06","2002-07","2002-08","2002-09","2002-10","2002-11","2002-12","2003-01","2003-02","2003-03","2003-04","2003-05","2003-06","2003-07","2003-08","2003-09","2003-10","2003-11","2003-12","2004-01","2004-02","2004-03","2004-04","2004-05","2004-06","2004-07","2004-08","2004-09","2004-10","2004-11","2004-12","2005-01","2005-02","2005-03","2005-04","2005-05","2005-06","2005-07","2005-08","2005-09","2005-10","2005-11","2005-12","2006-01","2006-02","2006-03","2006-04","2006-05","2006-06","2006-07","2006-08","2006-09","2006-10","2006-11","2006-12","2007-01","2007-02","2007-03","2007-04","2007-05","2007-06","2007-07","2007-08","2007-09","2007-10","2007-11","2007-12","2008-01","2008-02","2008-03","2008-04","2008-05","2008-06","2008-07","2008-08","2008-09","2008-10","2008-11","2008-12","2009-01","2009-02","2009-03","2009-04","2009-05","2009-06","2009-07","2009-08","2009-09","2009-10","2009-11","2009-12","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02"
"48170","Plymouth Township","MI","Detroit","Wayne",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.880192655027,,,,,,,,154.611811546118,,,,,,,238.320060105184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.8034321372855,97.7506,,,,,,,,,,,104.02366255144,,,,,,105.287146763902,,,,,,,,,115.384615384615,,,,
"85382","Peoria","AZ","Phoenix","Maricopa",76.0327,80.0186,81.3439,,,80.6940607734807,78.7913,,82.4974,86.6097,,81.8431,81.2936,78.9942,,,,,82.0256776034237,,,,,87.8815911193339,86.9665,85.0883,,,,,,,,,,88.0524861878453,87.1525,84.2455,83.4647,,,83.2562442183164,81.9788,,83.9292,84.289,,94.8692,94.7476,,,,,,84.4306738962045,,,,,86.3052781740371,87.5416,85.0889,84.9468,83.8584,83.3489,,,,,,83.4165834165834,,86.2539,88.3409,92.1877,,,,89.0566037735849,,,87.9811468970935,,91.3874,93.0971,96.4252,94.3593,,89.2611,,96.73,,97.224,,93.0206,96.1759,97.1249,100.7552,99.7546,100.0755,100.3295,102.9797,,111.0782,114.8431,115.4269,114.1004,120.0558,123.2571,132.3205,140.7127,145.7366,151.4628,147.861,146.8198,149.3552,156.4888,142.812,,,172.413793103448,168.0319,165.1884,165.8696,,,,,168.440502586844,,153.1511,156.8586,158.8159,161.4196,,162.2329,,,,,,,,144.958563535912,,,,,,,,,,,,,,,,,,,,,119.732441471572,,,,112.333071484682,,,,,,,,,,,,89.5429899302866,,,,,,,,,,99.8573466476462,102.5945,103.8114,,,,,,,,,,122.980910425844,123.2487,116.9188,112.8342,,109.6205,,,,,,,,,,117.886178861789,,,,,,,,,
"95060","Santa Cruz","CA","Santa Cruz","Santa Cruz",,,,,,,,,,,,,,,,,,132.317562149158,,,141.575274177468,,,,,,147.744945567652,150.5336,,164.4076,,,198.170731707317,,,,,,176.229508196721,,188.8398,188.1444,,,,,,,,,238.051470588235,,249.3637,265.5529,,,,,,,,,293.559042113955,,,,,,,,,248.30852503383,278.0456,,,320.267686424474,320.645,,,,,,,,,,293.198529411765,,310.4849,340.6664,350.8404,,,,,,,,,,403.27868852459,,,,,,,,425.083240843507,429.5282,445.745,465.2927,475.5426,495.8904,495.7456,,,,,,,,495.219885277247,,,,,,,,,,,,,455.407969639469,,,,,,,,,,,,,,418.591224018476,,,,,,,,,,389.447236180904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"95610","Citrus Heights","CA","Sacramento","Sacramento",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.3040317250496,,,,,,,,87.1794871794872,,85.6889,,,,82.3791348600509,84.5376,,,,,,,,,103.630862329803,101.1055,105.1793,,,,,,,,,,111.852433281005,113.7506,,,,124.810892586989,134.2592,,,,125.377643504532,,,,,,142.195767195767,143.8027,,,,168.341708542714,,172.6779,,,189.102564102564,186.7262,185.364,,181.5122,,,,,196.673897324657,188.0163,,194.615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"80229","Thornton","CO","Denver","Adams",,,,,,,,,,,,,70.281124497992,,,,69.8924731182796,,79.3829,,,85.8585858585859,79.3622,,74.4805,76.5966,76.3018,78.6825,81.6739,87.7935,89.2772,83.6105,79.1168,78.7841,81.9545,86.7515,84.3498,84.089,83.4385,83.6102,88.1934,88.8136,89.4187,88.6409,90.43,92.0875,94.0568,97.254,102.5802,102.6279,103.1332,103.8534,108.8884,110.2435,113.8144,112.6905,114.1807,117.0419,119.2781,121.9456,123.3644,121.7241,124.7271,123.6507,126.0421,125.1334,123.2526,125.8818,121.9253,124.6318,125.5192,126.0249,127.6482,126.8593,128.2239,130.2676,127.4518,126.415,128.5073,129.0084,129.8983,,,127.777777777778,131.0775,130.1445,128.6015,124.9212,118.7833,119.4653,129.2686,132.1479,131.9924,132.1108,129.5184,128.6806,127.4382,125.7559,125.9638,126.83,127.9666,125.8765,125.0107,126.2683,125.392,,,130.514705882353,132.126,131.9419,133.2914,128.0063,125.2861,124.4982,,122.1971,121.9736,,,122.649223221586,127.4296,140.3663,145.8903,146.1365,138.6357,,,,,125.714285714286,117.3943,,127.0644,,,112.019623875715,,,,,,,,,,,,,85.4417670682731,,,97.1599402092676,,,,,,,,114.206484641638,,94.0798,,,89.1129032258064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.025347506132,,,,,,102.777777777778,,112.3578,109.5399,110.8988,,114.7757,113.0252,110.8288,110.9443,,,111.71875,113.8003,118.6509,122.8757,127.9519,128.2831,125.4334,124.4304,125.4982,,122.4516
"33442","Deerfield Beach","FL","Miami-Fort Lauderdale","Broward",50.0644,51.079,47.433,49.1908,49.324,,,,,42.875157629256,44.7281,43.6244,43.7674,43.4291,46.1725,47.3502,46.7186,48.5753,46.0761,45.3549,45.2971,43.1184,45.8519,44.4948,44.3142,44.2803,46.2971,46.3487,47.0165,50.295,47.4509,43.5485,42.2133,50.0727,51.2866,48.5514,45.4183,48.3347,51.5482,47.4367,50.1173,47.8746,47.7071,49.4861,48.4172,46.3075,46.9076,48.7539,48.2116,50.8911,47.5568,47.4721,43.24,41.8363,44.6735,46.4418,45.925,49.3284,47.7097,46.0877,49.831,54.4255,55.9223,50.7605,50.0774,48.6458,49.9669,52.4598,50.9967,52.5851,49.7081,50.1358,49.8169,52.1717,55.109,57.701,59.2069,60.3384,60.519,60.1767,58.142,58.1773,59.2752,59.2568,59.0459,59.5442,60.3586,58.6778,60.2622,62.2533,65.7138,65.5453,66.0821,69.5684,69.8105,69.4217,74.099,75.2696,83.334,86.7675,89.3723,85.9477,90.8033,93.0879,100.3524,100.2914,104.9676,104.8778,107.9039,115.7028,117.8425,120.8027,124.0333,129.1182,128.7164,133.7125,136.4961,138.5693,140.154,131.1483,133.8664,144.592,135.9836,125.3007,131.1034,132.9037,124.2049,112.3043,113.2946,125.6526,113.4641,101.7636,95.1102,96.006,103.4577,92.837,86.5339,83.0629,79.2389,80.9419,77.8012,75.5567,75.8453,75.7125,72.5274,69.9179,73.7258,67.2306,66.8723,61.6806,60.0059,55.3311,58.1425,54.5463,57.4157,57.4907,60.9979,56.5511,55.779,58.4897,60.1224,67.4788,66.7814,61.9516,58.2135,55.8235,56.0566,56.4176,61.1852,62.5218,61.6985,59.9788,54.4493,52.0252,59.7984,54.9964,55.8397,52.5069,50.9831,49.7815,53.5604,51.7156,52.9448,53.0141,51.5415,52.7373,51.1087,53.4155,52.5839,50.821,52.2835,56.0181,56.6123,57.3827,53.9954,54.7714,56.4264,64.2641,57.2923,52.426,54.1302,62.561,58.9903,55.9753,53.1071,54.9553,54.8889,56.9794,60.8053,59.0883,56.1934,57.8086,56.9427,58.1941,57.1941,58.2627,57.7581,60.2993,57.306,59.9277,57.5137,60.746,59.244,57.0819,56.986,65.2621,65.5865
"55104","Saint Paul","MN","Minneapolis-St Paul","Ramsey",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.474327628362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10036","New York","NY","New York","New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1153.92612137203,1194.5528,1199.0332,1223.4458,1241.7209,1240.9554,1211.0707,1195.7308,1175.3749,1155.3558,1157.6087,1196.6871,1237.2331,1250.518,1256.7666,1255.3596,1238.2365,1259.4094,1271.0382,1306.1897,1285.3884,1345.1049,1281.1681,,,,1055.80693815988,1062.9743,1066.2589,978.005,,,,,,,,,,1040.84321475626,,,,1065.83072100313,1058.6596,,,1022.42744063325,,1144.529,,,,,,,,,,,,1101.05580693816,,,1134.56464379947,1103.233,1130.4718,,,,,,1177.92421746293,1213.6975,1231.7205,1275.5383,1285.5744,1276.0018,1253.8231,,1294.9205,1392.3422,,,,1334.84162895928,,,1396.3963963964,1368.113,,,1489.02821316614,,
"38017","Collierville","TN","Memphis","Shelby",,,,,,,,,,,,,80.4206619239097,82.0022,,,77.3263433813893,,81.5759,,,,,81.1138310893513,87.193,,,79.0511472275335,76.5062,,83.4471,,83.6429,83.6038,,88.7869,87.256,84.3432,85.2579,86.1187,86.5812,84.1806,84.5226,84.9137,84.6644,85.4306,87.6398,87.7567,85.9866,85.5202,87.1234,85.0456,83.8585,83.1118,84.6273,89.7685,92.0906,87.0713,86.6753,87.3807,85.845,87.2577,86.9645,89.4839,91.3053,91.548,89.4233,90.1621,89.6832,87.6963,82.0805,85.9491,87.7864,87.5101,85.7193,87.83,90.471,94.7527,94.8561,96.0153,91.1464,89.2865,91.5753,92.1831,92.1274,92.8877,96.3657,95.8616,95.6237,95.4383,100.7322,101.1323,100.7789,96.5351,93.0877,92.7764,96.1678,99.1135,99.8916,98.5937,101.2991,103.4449,102.5826,101.4688,102.1787,102.3003,99.4386,97.5105,102.458,106.5829,106.8672,109.5289,109.6462,110.5146,110.9733,110.11,108.848,106.8784,106.746,108.9669,112.5943,114.4275,113.7735,113.4865,116.563,115.1483,113.9428,113.8882,113.2793,112.1799,110.6688,113.052,111.7671,112.7415,114.2646,116.9639,114.001,109.2152,108.6504,108.8648,110.1909,115.3322,113.3737,111.7766,112.1119,108.8977,109.9758,116.4407,115.6471,106.865,110.3773,106.7835,105.2125,100.3275,97.4475,101.9317,103.3731,106.2291,110.1581,108.9857,108.9115,106.0679,102.4255,94.8735,98.9872,103.2426,,100.9701,105.569,103.5359,102.2911,99.9218,103.9862,102.1939,102.8315,102.242,102.5248,99.4362,97.1751,95.6003,97.324,99.5916,98.2031,96.5248,96.588,93.5232,91.2722,97.7617,95.8899,,91.1466840901666,93.8852,97.9895,96.682,96.5124,97.6172,99.7767,101.4675,97.1205,94.6942,93.9665,97.8068,97.7593,96.9416,99.0188,97.8307,100.4119,101.0154,101.1182,100.5208,102.5763,103.2391,100.5968,101.5206,103.1753,104.1252,106.4743,107.4155,107.4622,105.1391,105.4335,103.8815,104.1113,105.4352,105.7436,100.1829,100.1928
"01970","Salem","MA","Boston","Essex",67.1805,70.8916,75.5099,78.1653,75.3494,71.9782,76.457,74.432,71.9659,70.5661,,72.2931,73.1201,74.9898,76.3294,87.0647,83.2886,81.4877,78.5689,77.5094,82.7609,87.9704,,81.1194,89.649,88.2566,88.7079,89.6708,96.8145,95.8747,101.9703,96.9326,92.1829,96.6471,93.8448,91.8399,97.7376,103.5471,109.1942,103.4716,102.2802,110.3954,108.049,106.0021,102.6401,112.3398,131.9276,118.0357,113.8769,107.8776,116.0248,121.3779,124.4565,133.1352,134.1895,135.445,136.1891,133.2124,134.9575,141.9593,145.6959,149.0632,140.5283,150.7938,140.3996,140.253,151.2366,164.7075,174.4374,151.3408,139.8066,152.7954,146.8091,148.1544,148.3946,151.5984,167.1559,179.6024,171.7585,175.3359,178.469,188.9121,194.5349,186.2277,186.7663,203.0067,209.6652,189.6245,202.7562,197.4622,210.5122,211.5963,212.5434,190.9103,189.9279,186.3578,210.0483,214.1856,194.5054,203.5657,219.3991,232.5683,237.1803,231.6401,220.723,231.1196,234.5881,236.6524,232.2074,230.523,249.93,248.4194,254.5544,249.9627,248.9478,239.0524,249.8916,231.6281,229.7123,231.5785,259.2496,252.683,256.3965,251.934,263.8744,260.2594,238.1784,235.9377,219.7756,204.8638,205.251,215.3606,235.4055,241.7536,238.3527,226.8483,209.8259,197.4772,198.7125,199.1809,205.8498,,225.3789,221.6609,232.2624,233.9628,214.9804,193.6978,193.8135,185.9551,187.1583,196.993,185.0375,,,144.50312049928,167.5918,185.1228,198.4521,197.6419,183.0065,184.5788,183.2669,190.762,181.568,174.5353,,177.8931,172.9682,177.9168,176.4988,185.4642,191.1151,,163.0829,184.8935,181.8708,,,167.693360711841,181.691,179.0944,167.5173,177.2627,197.9128,180.7967,177.7999,163.8708,176.9891,173.0162,158.5548,168.372,,186.2166,160.3414,164.0759,177.9576,182.4723,167.9614,165.2728,155.3562,170.7142,,194.1454,184.0983,193.6214,190.6356,191.2742,191.6971,199.97,209.4723,204.0659,192.6105,197.2451,,199.4938,174.5315,190.0328,201.2648,203.6463,207.8585,214.7,220.2899,,,,
"32514","Pensacola","FL","Pensacola","Escambia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.845070422535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"95020","Gilroy","CA","San Jose","Santa Clara",,,105.928853754941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.185185185185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.737819025522,222.7378,,,,,,,297.984224364592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"95628","Fair Oaks","CA","Sacramento","Sacramento",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.4615384615385,,,,,,,,,,,,,,,,,,,,,,118.790496760259,117.4069,,106.2156,,,,,,,,,,,143.129770992366,,,,,,,,151.601830663616,,,160.965794768612,163.7065,,,,,,,,,,183.098591549296,184.9826,,,207.168458781362,,206.2205,,,,,,,,231.891348088531,,,239.393939393939,236.4601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.234234234234,,,,,,,,,,,,,,,,,,,,,
"60632","Chicago","IL","Chicago","Cook",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.81332036947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"90813","Long Beach","CA","Los Angeles","Los Angeles",,,,,,,,,,,,,,,,,,17.8890876565295,,,,,,,,,,,,,,,,,,,,,,,,,,,18.058690744921,,,118.918918918919,,,,,,,,,,,,,,,,,,,,,,96.6183574879227,,,,,,,,,,,,,,,,,,,,,,,176.470588235294,,,177.101967799642,199.096,226.9956,,,,287.123051681706,277.5172,,,,,294.503617945007,,316.2534,311.4819,307.1954,312.5244,338.4474,346.1441,352.9777,377.953,358.1576,,379.4912,365.4409,,345.3799,,,325.557777777778,327.4281,313.6672,318.5972,,,341.545352743561,,302.538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"75006","Carrollton","TX","Dallas-Fort Worth","Denton",,,,,,,,,,,,,,,,,48.3271446862996,,,,,,,,,,,,,,,,62.8336776859504,,,,,,65.902687673772,,57.6515,57.1106,,65.6845,,,,,70.8193588162762,68.8081,,68.3849,,67.0702,71.1804,70.0281,,,61.1538461538462,66.0256,67.6371,,69.4756,72.0261,71.7939,,,,73.8476454293629,,69.8736,72.9262,73.9637,76.1245,76.2934,,,,75.8842443729904,73.1454,,71.5166,,73.2373,74.3304,,73.9946,,76.9438,73.0306,74.281,,77.3295,,,91.0535143769968,85.2287,,81.8479,,82.6388,78.2074,,,83.8224699828473,,,79.7619047619048,,80.3319,78.6353,82.2269,81.89,76.263,75.754,,,73.2603305785124,81.3256,87.7832,,86.0432,85.6535,82.1345,82.1088,,78.2731,,,,,91.4913686806412,101.0877,92.7914,88.8726,,83.7314,,,,,,,,,,76.2600682593857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.7150869321368,,,86.9296653431651,79.5994,79.081,,86.1576,85.1023,83.1853,77.5343,,89.6035,,,,93.4815563415867,87.7369,81.5323,84.8149,,93.2223,85.1298,,,,
"80504","Longmont","CO","Boulder","Boulder",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.786557674841,,,,,,,,,,,,,,,,,,,,,,130.881017257039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"73071","Norman","OK","Oklahoma City","Cleveland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569.620253164557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,835.443037974684,,,,97.4666,,,,,,,,51.1708586296618,,,103.0312,,,,,91.4691943127962,,62.8055,,,47.3214285714286,,,,134.244372990354,,,,,,49.0463215258856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"80016","Aurora","CO","Denver","Arapahoe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.602142857143,,138.2992,,,132.221318144833,139.375,131.914,,131.9139,131.203,,131.6538,,136.7213,133.0976,142.9612,140.8992,,134.2515,135.5226,139.8328,143.0522,140.9297,140.8785,141.0364,140.6166,144.7926,143.7755,144.5887,146.4059,144.2728,146.7553,149.2015,144.9442,141.3999,140.6883,140.2247,144.9385,143.6227,144.5882,142.6249,146.2424,146.7809,150.4196,157.7546,149.2908,142.8103,142.8084,139.6197,135.1443,134.6582,137.3782,140.3659,139.4227,138.4388,148.0411,147.1377,147.9246,145.7388,151.4927,154.7972,147.8883,143.1653,143.8746,143.264,,145.9868,,,,155.459146782357,150.2523,,153.0457,145.703,142.1047,138.2166,,,,,124.067796610169,121.8473,,141.1094,138.0192,,134.0659,129.5557,128.8521,,,,,,,,,,,,,,,,,,,,,129.975629569456,125.5482,130.036,,,,,,,,148.969889064976,132.3439,138.0019,135.7515,,,,,153.201634877384,155.5077,,146.7171,140.6759,144.5359,149.9536,144.0691,142.8668,143.4535,145.1908,142.7661,,147.5207,147.1458,,147.9569,148.6203,148.0346,153.5942,155.439,,158.3597,154.2932,
"30064","Marietta","GA","Atlanta","Cobb",,,,,,,,,,,,,,,,,,46.25,,,,,,,,,,,,,,,,,,55.5555555555556,,54.4798,,,64.5731707317073,62.037,,,,,,62.2448979591837,76.3534,71.4614,,61.0399,65.6318,,,,,,,,58.1232492997199,,,,66.7647058823529,69.734,,,,,73.1481481481481,79.8766,,,73.2265446224256,,80.3746,,,,,,,,,,,99.8168498168498,,82.1515,,,,,74.3112947658402,,,70.0301204819277,83.781,102.3458,108.7396,,103.2892,,93.0596,,,,88.9097744360902,89.1523,82.1336,,95.0708,,,,72.3684210526316,,,,99.8622589531681,,,,100.945945945946,97.6371,,,,,,75.3012048192771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"28403","Wilmington","NC","Wilmington","New Hanover",,92.3696,,,87.4125874125874,,113.6364,,,,,,,99.8970133882595,,,,,,,,,,,,,126.696832579186,127.2413,,,,139.928698752228,,,,,,193.548387096774,,124.7302,127.1897,115.0012,,122.8126,,,,91.7832167832168,,,128.496503496503,108.0385,102.3379,113.3169,,,,,146.953405017921,,111.9112,117.5956,,108.0187,98.4558,,93.4144,,,,,100.974930362117,118.4496,106.4404,102.409,100.3806,110.9754,133.8297,137.9663,126.8503,,102.524,95.7347,92.2259,94.1963,108.818,111.2072,116.809,109.6388,118.3728,115.0374,,121.369,130.4622,125.8816,,143.7715,139.5309,140.2466,127.3966,114.8946,122.2833,142.434,143.4888,142.0862,157.6237,156.4367,148.7938,152.5787,158.6742,146.6405,140.2153,129.8248,148.9028,145.7582,146.8856,139.3083,144.7691,,136.1337,155.1335,163.5026,153.1364,167.5002,162.9794,154.833,145.5124,,,,,206.293706293706,,200.4105,210.3432,200.6396,,,,,,,,187.636363636364,,,,130.044843049327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.8564593301435,,,74.0305522914219,,,,
"19139","Philadelphia","PA","Philadelphia","Philadelphia",,22.9925,24.4513,29.2883,28.7744,27.8064,23.6734,,,25,25.3458,,22.3209,23.4211,,27.5939,,,22.5225225225225,22.0426,25.8566,28.0878,27.1247,,,24.5786516853933,27.0541,27.7622,28.3559,29.4207,26.2919,,26.2687,25.8608,,,26.3157894736842,23.9078,25.7876,27.38,25.6497,24.0992,26.18,27.7964,29.6554,29.8327,,,20,24.1368,,,32.1292,28.0879,25.5343,24.6878,25.1195,21.9175,,18.9641,20.554,22.0005,22.6287,,27.7696,31.6847,,29.0598,30.9609,28.579,24.092,26.8196,29.3775,,23.6815,26.5129,31.262,,,15.4986522911051,,23.8268,,33.3874,33.5103,,25.5466,24.7717,,34.9875,35.3077,37.7192,32.5851,,27.9448,34.922,,38.1501,38.5969,42.1664,43.6403,44.1814,40.3745,,38.4323,36.3803,39.3594,41.4734,41.3689,38.9176,39.7145,37.2259,42.4486,,36.5331,43.803,41.2984,41.7577,44.4903,43.7553,49.4488,54.0377,51.404,49.1253,52.8308,51.4481,55.3851,53.7218,54.265,53.0874,49.1138,53.9438,53.6832,54.1742,55.5842,53.5569,53.7423,58.1195,58.6359,53.6317,,48.478,56.6693,51.4178,48.4879,45.7778,44.3702,38.69,,60.0856,61.8665,,47.2399,,31.3518,38.2883,,,55.1991,,30.3802,31.4121,47.3275,,,,,31.547619047619,29.2112,44.6328,51.386,43.3531,39.8739,,,23.23125,22.4388,40.5886,33.7793,,,23.6342105263158,21.9866,24.8136,27.5383,23.2531,25.5237,25.9805,27.9928,22.2478,,19.7298,22.3358,20.0115,23.944,24.7648,23.8185,30.2149,23.8784,,,22.2901069518717,,21.059,,24.7811,,32.0282,,,,,41.8760469011725,,,,,22.7272727272727,,,,,33.3333333333333,,30.3167,,
"27604","Raleigh","NC","Raleigh","Wake",,,,,,,,,,,,,,,,,,,,,,,,,110.703812316716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.666666666667,,,113.333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.085621970921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"34655","New Port Richey","FL","Tampa","Pasco",,,,,,,,,,,,,49.163179916318,,,,52.5846702317291,,,59.1331269349845,,,,,50.1046025104602,,,,,,,,,,,,,55.7996485061511,,,,,,,57.908611599297,,,,54.1711809317443,53.306,50.2509,,54.9144,,59.6938,56.3727,58.287,,,,,65.3310104529617,61.4807,,,,69.6517412935323,65.2619,,,,,65.3310104529617,,,62.8385698808234,,,67.9976851851852,65.4488,,,,65.9203980099502,68.1357,70.5655,68.8509,70.9865,,,,,82.6161790017212,,,72.1153846153846,73.6396,79.6709,79.6457,,78.51,,,,89.9581589958159,,,107.323232323232,102.0931,102.9565,,,,117.750439367311,,,,,,,131.268656716418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0774526678141,,,,,,,61.4754098360656,,,,53.2823741007194,,45.129,,,,,,47.0383275261324,51.8534,,,,,,,,,,,,,,60.5400696864112,,,,,75.3514938488576,,,
